# t y_rk1 y_rk2 y_rk4
0.0 1.0 1.0 1.0
0.0009765625 0.9990234375 0.9990239143371582 0.9990239141819757
0.001953125 0.9980478286743164 0.9980487814175376 0.9980487811074755
0.0029296875 0.9970731725916266 0.9970746003111792 0.99707459984654
0.00390625 0.9960994683215176 0.9961013700890318 0.9961013694701175
0.0048828125 0.9951267149344849 0.9951290898229508 0.9951290890500631
0.005859375 0.9941549115019317 0.9941577585856978 0.9941577576591379
0.0068359375 0.9931840570961681 0.9931873754509394 0.993187374371008
0.0078125 0.9922141507904101 0.9922179394932462 0.9922179382602436
0.0087890625 0.9912451916587788 0.9912494497880924 0.9912494484023184
0.009765625 0.9902771787762995 0.9902819054118543 0.9902819038736085
0.0107421875 0.9893101112189008 0.9893153054418102 0.9893153037513913
0.01171875 0.9883439880634136 0.9883496489561385 0.9883496471138451
0.0126953125 0.9873788083875704 0.9873849350339177 0.9873849330400479
0.013671875 0.9864145712700044 0.986421162755125 0.9864211606099766
0.0146484375 0.9854512757902486 0.985458331200636 0.9854583289045061
0.015625 0.9844889210287346 0.984496439452223 0.9844964370054085
0.0166015625 0.9835275060667925 0.9835354865925549 0.983535483995352
0.017578125 0.9825670299866491 0.9825754717051958 0.9825754689579004
0.0185546875 0.9816074918714278 0.9816163938746043 0.981616390977512
0.01953125 0.9806488908051472 0.9806582521861329 0.9806582491395386
0.0205078125 0.9796912258727203 0.9797010457260266 0.9797010425302249
0.021484375 0.978734496159954 0.9787447735814223 0.9787447702367076
0.0224609375 0.9777787007535478 0.9777894348403482 0.977789431347014
0.0234375 0.9768238387410931 0.9768350285917223 0.9768350249500621
0.0244140625 0.9758699092110725 0.9758815539253523 0.9758815501356589
0.025390625 0.9749169112528586 0.974929009931934 0.9749290059944999
0.0263671875 0.9739648439567132 0.9739773957030509 0.9739773916181682
0.02734375 0.9730137064137867 0.9730267103311732 0.9730267060991333
0.0283203125 0.972063497716117 0.9720769529096568 0.972076948530751
0.029296875 0.9711142169566286 0.9711281225327427 0.9711281180072617
0.0302734375 0.9701658632291319 0.970180218295556 0.9701802136237901
0.03125 0.9692184356283222 0.969233239294105 0.9692332344763441
0.0322265625 0.9682719332497789 0.9682871846252803 0.9682871796618139
0.033203125 0.9673263551899647 0.9673420533868541 0.9673420482779712
0.0341796875 0.9663817005462245 0.9663978446774792 0.9663978394234685
0.03515625 0.9654379684167849 0.9654545575966883 0.9654545521978378
0.0361328125 0.9644951579007528 0.964512191244893 0.9645121857014904
0.037109375 0.9635532680981154 0.9635707447233827 0.9635707390357156
0.0380859375 0.9626122981097383 0.9626302171343244 0.9626302113026796
0.0390625 0.9616722470373654 0.9616906075807613 0.9616906016054253
0.0400390625 0.960733113983618 0.9607519151666121 0.960751909047871
0.041015625 0.9597948980519935 0.9598141389966701 0.9598141327348095
0.0419921875 0.9588575983468646 0.9588772781766026 0.9588772717719077
0.04296875 0.957921213973479 0.9579413318129497 0.9579413252657053
0.0439453125 0.956985744037958 0.9570062990131235 0.957006292323614
0.044921875 0.9560511876472959 0.9560721788854075 0.9560721720539169
0.0458984375 0.9551175439093591 0.9551389705389556 0.9551389635657673
0.046875 0.9541848119328851 0.954206673083791 0.9542066659691884
0.0478515625 0.9532529908274818 0.953275285630806 0.9532752783750715
0.048828125 0.9523220797036268 0.9523448072917603 0.9523447998951764
0.0498046875 0.9513920776726662 0.951415237179281 0.9514152296421295
0.05078125 0.9504629838468139 0.9504865744068611 0.9504865667294236
0.0517578125 0.949534797339151 0.949558818088859 0.9495588102714163
0.052734375 0.9486075172636245 0.9486319673404975 0.9486319593833303
0.0537109375 0.9476811427350467 0.947706021277863 0.9477060131812516
0.0546875 0.9467556728690945 0.9467809790179048 0.946780970782129
0.0556640625 0.9458311067823082 0.9458568396784341 0.9458568313037732
0.056640625 0.9449074435920911 0.9449336023781232 0.9449335938648561
0.0576171875 0.9439846824167082 0.9440112662365044 0.9440112575849099
0.05859375 0.9430628223752856 0.9430898303739699 0.943089821584326
0.0595703125 0.9421418625878097 0.94216929391177 0.9421692849843544
0.060546875 0.9412218021751263 0.9412496559720129 0.941249646907103
0.0615234375 0.9403026402589396 0.9403309156776639 0.9403309064755365
0.0625 0.9393843759618118 0.939413072152544 0.9394130628134758
0.0634765625 0.9384670084071616 0.9384961245213297 0.9384961150455968
0.064453125 0.9375505367192639 0.9375800719095518 0.9375800622974299
0.0654296875 0.936634960023249 0.9366649134435947 0.9366649036953589
0.06640625 0.9357202774451012 0.9357506482506954 0.9357506383666208
0.0673828125 0.9348064881116588 0.934837275458943 0.9348372654393039
0.068359375 0.9338935911506122 0.9339247941972775 0.9339247840423479
0.0693359375 0.9329815856905042 0.933013203595489 0.9330131933055428
0.0703125 0.9320704708607283 0.9321025027842174 0.9321024923595277
0.0712890625 0.9311602457915283 0.9311926908949507 0.9311926803357904
0.072265625 0.9302509096139976 0.9302837670600251 0.9302837563666666
0.0732421875 0.9293424614600777 0.9293757304126233 0.9293757195853387
0.07421875 0.928434900462558 0.9284685800867745 0.9284685691258353
0.0751953125 0.9275282257550751 0.9275623152173527 0.9275623041230302
0.076171875 0.9266224364721112 0.9266569349400766 0.9266569237126417
0.0771484375 0.9257175317489938 0.9257524383915087 0.9257524270312317
0.078125 0.9248135107218952 0.9248488247090538 0.9248488132162049
0.0791015625 0.9239103725278308 0.9239460930309592 0.9239460814058079
0.080078125 0.9230081163046591 0.923044242496313 0.9230442307391286
0.0810546875 0.9221067411910803 0.9221432722450437 0.922143260356095
0.08203125 0.9212062463266358 0.9212431814179193 0.9212431693974746
0.0830078125 0.9203066308517075 0.9203439691565465 0.9203439570048739
0.083984375 0.9194078939075164 0.9194456346033698 0.9194456223207371
0.0849609375 0.9185100346361224 0.918548176901671 0.9185481644883453
0.0859375 0.917613052180423 0.9176515951955678 0.9176515826518159
0.0869140625 0.9167169456841531 0.9167558886300136 0.9167558759561019
0.087890625 0.9158217142918834 0.9158610563507961 0.9158610435469906
0.0888671875 0.9149273571490203 0.9149670975045369 0.9149670845711034
0.08984375 0.9140338734018044 0.9140740112386907 0.9140739981758945
0.0908203125 0.9131412621973105 0.9131817967015443 0.9131817835096502
0.091796875 0.912249522683446 0.9122904530422158 0.9122904397214883
0.0927734375 0.9113586540089504 0.9113999794106539 0.911399965961357
0.09375 0.9104686553233948 0.9105103749576369 0.9105103613800343
0.0947265625 0.9095795257771806 0.909621638834772 0.909621625129127
0.095703125 0.9086912645215388 0.9087337701944947 0.9087337563610702
0.0966796875 0.9078038707085295 0.9078467681900677 0.9078467542291262
0.09765625 0.9069173434910407 0.9069606319755801 0.9069606178873837
0.0986328125 0.9060316820227877 0.9060753607059467 0.9060753464907573
0.099609375 0.9051468854583123 0.9051909535369075 0.9051909391949862
0.1005859375 0.904262952952982 0.904307409625026 0.9043073951566338
0.1015625 0.9033798836629888 0.9034247281276894 0.903424713533087
0.1025390625 0.9024976767453492 0.9025429082031072 0.9025428934825546
