1	0.19065823685377836
2	1.5941197015345097
2	1.6551691824570298
4	2.2208376629278064
4	2.2822952028363943
4	2.3113817777484655
4	2.4111641086637974
8	5.924754108302295
8	6.17695343401283
8	6.283912037499249
8	6.43278643488884
8	6.485355059616268
8	6.53471324685961
8	6.487685617059469
8	6.596167161129415
16	21.676372137852013
16	22.542404050007463
16	22.770846277475357
16	23.135517209768295
16	23.256547264754772
16	23.30902304407209
16	23.520226135849953
16	23.715681295841932
16	23.797816078178585
16	23.946923044510186
16	24.056896929629147
16	24.2330212155357
16	24.3094423096627
16	24.806074099615216
16	25.04890360403806
16	25.388572741299868
32	179.15072824805975
32	190.1556759821251
32	190.38070875406265
32	192.348983370699
32	194.54126047715545
32	196.2671422343701
32	196.893909313716
32	199.73387700598687
32	202.74946749117225
32	205.50298200827092
32	205.4018311575055
32	203.465371966362
32	209.3467157986015
32	210.63049246463925
32	215.91397894453257
32	215.95895480457693
32	217.9218509560451
32	222.2852765303105
32	206.28319144714624
32	225.3617384713143
32	207.45246763993055
32	219.18579360935837
32	216.15505449753255
32	212.73464878834784
32	208.88985375966877
32	216.07818480953574
32	222.32845926098526
32	211.33920683991164
32	210.6743193436414
32	200.0136369233951
32	211.0768393073231
32	189.1798357712105
